"School Name","School ID","Network","Grade","Year","Number of
Students","Value-Added
Score","95% Confidence
Interval Range","Percentile","Color Reading","Number of
Students","Value-Added
Score","95% Confidence
Interval Range","Percentile","Color Math"
"SEXTON",610169,"Burnham Park Elementary Network",4,2012,19.9,1.0,"-0.1 to 2.1",86,"Yellow",19.9,0.4,"-0.5 to 1.4",70,"Yellow"
"SEXTON",610169,"Burnham Park Elementary Network",5,2012,25.2,0.2,"-1.1 to 1.5",59,"Yellow",25.1,-0.5,"-1.5 to 0.5",31,"Yellow"
"SEXTON",610169,"Burnham Park Elementary Network",6,2012,33.5,0.8,"-0.4 to 2",82,"Yellow",33.5,0.8,"0.1 to 1.6",78,"Green"
"SEXTON",610169,"Burnham Park Elementary Network",7,2012,36.0,0.8,"-0.5 to 2",78,"Yellow",36.0,-0.8,"-1.5 to -0.1",20,"Red"
"SEXTON",610169,"Burnham Park Elementary Network",8,2012,31.9,0.2,"-1.1 to 1.5",61,"Yellow",31.9,-0.3,"-1.1 to 0.6",41,"Yellow"
"SEXTON",610169,"Burnham Park Elementary Network","All Grades",2012,146.5,1.1,"0.1 to 2.1",88,"Green",146.4,-0.2,"-0.8 to 0.5",44,"Yellow"
"SEXTON",610169,"Burnham Park",4,2011,34.6,0.4,"-0.5 to 1.4",65,"yellow",34.6,0.3,"-0.5 to 1",62,"yellow"
"SEXTON",610169,"Burnham Park",5,2011,39.3,-0.8,"-1.9 to 0.3",16,"yellow",39.3,0,"-0.8 to 0.9",54,"yellow"
"SEXTON",610169,"Burnham Park",6,2011,42.5,-0.9,"-2 to 0.1",15,"yellow",42.4,0.5,"-0.2 to 1.1",69,"yellow"
"SEXTON",610169,"Burnham Park",7,2011,34.6,-0.4,"-1.5 to 0.7",35,"yellow",34.6,-0.2,"-1 to 0.6",44,"yellow"
"SEXTON",610169,"Burnham Park",8,2011,24.9,1.1,"-0.3 to 2.5",89,"yellow",24.9,-0.2,"-1.1 to 0.8",45,"yellow"
"SEXTON",610169,"Burnham Park","All Grades",2011,175.9,-0.4,"-1.3 to 0.5",32,"yellow",175.8,0.2,"-0.4 to 0.8",57,"yellow"
"SEXTON",610169,"Burnham Park",4,2010,37.4,-0.2,"-1.2 to 0.7",38,"yellow",37.4,0,"-0.7 to 0.7",48,"yellow"
"SEXTON",610169,"Burnham Park",5,2010,49.9,-0.7,"-1.7 to 0.3",25,"yellow",50.5,-0.4,"-1 to 0.3",36,"yellow"
"SEXTON",610169,"Burnham Park",6,2010,37.6,-0.7,"-1.8 to 0.4",22,"yellow",37.6,-0.8,"-1.5 to 0",23,"yellow"
"SEXTON",610169,"Burnham Park",7,2010,27.3,-0.6,"-1.9 to 0.7",28,"yellow",27.3,-0.3,"-1.3 to 0.6",41,"yellow"
"SEXTON",610169,"Burnham Park",8,2010,31.5,1.8,"0.4 to 3.2",96,"green",31.5,0.1,"-0.9 to 1",56,"yellow"
"SEXTON",610169,"Burnham Park","All Grades",2010,183.6,-0.2,"-1.1 to 0.6",39,"yellow",184.3,-0.5,"-1.2 to 0.1",29,"yellow"
"SHABAZZ CHTR-SHABAZZ",400072,"Charter/Contract Schools",4,2012,50.8,-1.9,"-2.7 to -1.1",4,"Red",50.8,-0.8,"-1.4 to -0.1",18,"Red"
"SHABAZZ CHTR-SHABAZZ",400072,"Charter/Contract Schools",5,2012,24.9,-0.1,"-1.4 to 1.2",45,"Yellow",24.9,-0.2,"-1.1 to 0.8",44,"Yellow"
"SHABAZZ CHTR-SHABAZZ",400072,"Charter/Contract Schools",6,2012,26.0,0.1,"-1.2 to 1.3",54,"Yellow",26.0,0.1,"-0.7 to 1",60,"Yellow"
"SHABAZZ CHTR-SHABAZZ",400072,"Charter/Contract Schools",7,2012,22.2,1.2,"-0.2 to 2.6",85,"Yellow",22.2,1.4,"0.6 to 2.3",93,"Green"
"SHABAZZ CHTR-SHABAZZ",400072,"Charter/Contract Schools",8,2012,42.8,-0.3,"-1.5 to 0.9",40,"Yellow",41.8,0.0,"-0.7 to 0.8",55,"Yellow"
"SHABAZZ CHTR-SHABAZZ",400072,"Charter/Contract Schools","All Grades",2012,166.7,-0.7,"-1.6 to 0.2",22,"Yellow",165.7,0.0,"-0.6 to 0.6",52,"Yellow"
"SHABAZZ CHTR-SHABAZZ",400072,"Skyway",4,2011,25.9,0.6,"-0.5 to 1.6",70,"yellow",25.9,1.2,"0.3 to 2",88,"green"
"SHABAZZ CHTR-SHABAZZ",400072,"Skyway",5,2011,28.7,0.2,"-1 to 1.4",57,"yellow",28.7,0.6,"-0.3 to 1.6",77,"yellow"
"SHABAZZ CHTR-SHABAZZ",400072,"Skyway",6,2011,29.9,0.4,"-0.7 to 1.6",65,"yellow",29.9,0.3,"-0.4 to 1.1",65,"yellow"
"SHABAZZ CHTR-SHABAZZ",400072,"Skyway",7,2011,52.1,-0.6,"-1.5 to 0.4",27,"yellow",52.1,0.5,"-0.1 to 1.2",71,"yellow"
"SHABAZZ CHTR-SHABAZZ",400072,"Skyway",8,2011,29,-1.7,"-3 to -0.4",2,"red",29,-0.8,"-1.7 to 0.1",20,"yellow"
"SHABAZZ CHTR-SHABAZZ",400072,"Skyway","All Grades",2011,165.6,-0.5,"-1.4 to 0.5",30,"yellow",165.6,0.7,"0.1 to 1.3",77,"green"
"SHABAZZ CHTR-SHABAZZ",400072,"Skyway",4,2010,27.8,-1.3,"-2.3 to -0.2",9,"red",27.8,-1.5,"-2.3 to -0.7",6,"red"
"SHABAZZ CHTR-SHABAZZ",400072,"Skyway",5,2010,29.9,-0.1,"-1.3 to 1",42,"yellow",29.9,-0.3,"-1.1 to 0.6",42,"yellow"
"SHABAZZ CHTR-SHABAZZ",400072,"Skyway",6,2010,52.1,-0.6,"-1.6 to 0.4",24,"yellow",52.1,-1.1,"-1.8 to -0.4",12,"red"
"SHABAZZ CHTR-SHABAZZ",400072,"Skyway",7,2010,23.3,1.1,"-0.3 to 2.4",85,"yellow",23.3,1.1,"0.2 to 2.1",89,"green"
"SHABAZZ CHTR-SHABAZZ",400072,"Skyway",8,2010,20.8,-0.7,"-2.1 to 0.8",21,"yellow",20.8,0,"-1.1 to 1.2",56,"yellow"
"SHABAZZ CHTR-SHABAZZ",400072,"Skyway","All Grades",2010,153.9,-0.5,"-1.4 to 0.3",28,"yellow",153.9,-0.9,"-1.5 to -0.2",18,"red"
"SHABAZZ CHTR-SIZEMORE",400074,"Charter/Contract Schools",4,2012,25.8,-0.1,"-1.2 to 0.9",40,"Yellow",25.8,0.0,"-0.8 to 0.8",48,"Yellow"
"SHABAZZ CHTR-SIZEMORE",400074,"Charter/Contract Schools",5,2012,40.6,0.4,"-0.7 to 1.5",64,"Yellow",40.6,-0.1,"-0.9 to 0.7",46,"Yellow"
"SHABAZZ CHTR-SIZEMORE",400074,"Charter/Contract Schools",6,2012,22.6,-0.6,"-1.9 to 0.7",24,"Yellow",22.6,-1.1,"-2 to -0.2",11,"Red"
"SHABAZZ CHTR-SIZEMORE",400074,"Charter/Contract Schools",7,2012,23.0,0.9,"-0.5 to 2.3",82,"Yellow",22.2,-0.5,"-1.3 to 0.4",32,"Yellow"
"SHABAZZ CHTR-SIZEMORE",400074,"Charter/Contract Schools","All Grades",2012,112.0,0.3,"-0.8 to 1.4",63,"Yellow",111.2,-0.6,"-1.4 to 0.1",24,"Yellow"
"SHABAZZ CHTR-SIZEMORE",400074,"Englewood-Gresham",4,2011,43.9,-0.2,"-1.1 to 0.6",37,"yellow",43.9,0.2,"-0.5 to 0.9",57,"yellow"
"SHABAZZ CHTR-SIZEMORE",400074,"Englewood-Gresham",5,2011,25.4,0.8,"-0.4 to 2.1",80,"yellow",25.4,0.3,"-0.7 to 1.3",66,"yellow"
"SHABAZZ CHTR-SIZEMORE",400074,"Englewood-Gresham",6,2011,25.4,-0.7,"-1.9 to 0.5",24,"yellow",25.4,-0.4,"-1.2 to 0.4",35,"yellow"
"SHABAZZ CHTR-SIZEMORE",400074,"Englewood-Gresham","All Grades",2011,94.7,-0.2,"-1.2 to 0.8",41,"yellow",94.7,0.1,"-0.7 to 0.8",53,"yellow"
"SHABAZZ CHTR-SIZEMORE",400074,"Englewood-Gresham",4,2010,23.8,-1,"-2.1 to 0.1",13,"yellow",23.8,0.2,"-0.7 to 1.1",59,"yellow"
"SHABAZZ CHTR-SIZEMORE",400074,"Englewood-Gresham",5,2010,18.8,0.6,"-0.7 to 2",72,"yellow",18.8,0.9,"0 to 1.9",83,"yellow"
"SHABAZZ CHTR-SIZEMORE",400074,"Englewood-Gresham","All Grades",2010,42.5,-0.3,"-1.5 to 1",37,"yellow",42.5,0.8,"-0.2 to 1.9",81,"yellow"
"SHERIDAN",610081,"Pershing Elementary Network",4,2012,59.0,0.5,"-0.2 to 1.3",70,"Yellow",59.0,0.5,"-0.1 to 1.1",71,"Yellow"
"SHERIDAN",610081,"Pershing Elementary Network",5,2012,59.0,0.0,"-0.9 to 1",51,"Yellow",59.0,-0.2,"-0.9 to 0.5",42,"Yellow"
"SHERIDAN",610081,"Pershing Elementary Network",6,2012,54.0,1.1,"0.1 to 2.1",89,"Green",54.0,0.7,"0.1 to 1.3",76,"Green"
"SHERIDAN",610081,"Pershing Elementary Network",7,2012,54.0,0.0,"-1.1 to 1",52,"Yellow",54.0,-0.5,"-1.1 to 0.1",30,"Yellow"
"SHERIDAN",610081,"Pershing Elementary Network",8,2012,54.0,-0.1,"-1.2 to 1",48,"Yellow",54.0,0.7,"0 to 1.4",79,"Green"
"SHERIDAN",610081,"Pershing Elementary Network","All Grades",2012,280.0,0.6,"-0.2 to 1.4",73,"Yellow",280.0,0.4,"-0.1 to 0.9",68,"Yellow"
"SHERIDAN",610081,"Pershing",4,2011,52,0.3,"-0.5 to 1.1",58,"yellow",52,0.7,"0.1 to 1.3",77,"green"
"SHERIDAN",610081,"Pershing",5,2011,58,-0.6,"-1.6 to 0.3",23,"yellow",58,0.2,"-0.5 to 0.9",59,"yellow"
"SHERIDAN",610081,"Pershing",6,2011,57.9,2,"1.1 to 2.9",97,"green",57.9,2.4,"1.9 to 3",98,"green"
"SHERIDAN",610081,"Pershing",7,2011,57,1.6,"0.6 to 2.5",93,"green",57,0.4,"-0.2 to 1",66,"yellow"
"SHERIDAN",610081,"Pershing",8,2011,64,0.7,"-0.4 to 1.8",80,"yellow",64,0.5,"-0.2 to 1.2",70,"yellow"
"SHERIDAN",610081,"Pershing","All Grades",2011,288.9,1.5,"0.8 to 2.2",93,"green",288.9,1.5,"1 to 2",93,"green"
"SHERIDAN",610081,"Pershing",4,2010,55,0.7,"-0.1 to 1.5",82,"yellow",55,0.1,"-0.6 to 0.7",51,"yellow"
"SHERIDAN",610081,"Pershing",5,2010,58,-1.4,"-2.3 to -0.4",8,"red",58,-1.5,"-2.1 to -0.9",4,"red"
"SHERIDAN",610081,"Pershing",6,2010,61,0.6,"-0.3 to 1.6",73,"yellow",61,0.7,"0 to 1.3",76,"green"
"SHERIDAN",610081,"Pershing",7,2010,64,-0.6,"-1.6 to 0.4",28,"yellow",64,-0.5,"-1.2 to 0.2",30,"yellow"
"SHERIDAN",610081,"Pershing",8,2010,59,0.6,"-0.6 to 1.7",75,"yellow",59,0.1,"-0.7 to 0.8",57,"yellow"
"SHERIDAN",610081,"Pershing","All Grades",2010,297,-0.1,"-0.8 to 0.6",46,"yellow",297,-0.4,"-0.9 to 0.1",34,"yellow"
"SHERMAN",610172,"AUSL Schools",4,2012,35.7,-0.1,"-1 to 0.8",43,"Yellow",35.9,0.1,"-0.6 to 0.9",55,"Yellow"
"SHERMAN",610172,"AUSL Schools",5,2012,39.2,1.0,"-0.2 to 2.1",84,"Yellow",39.2,1.1,"0.3 to 2",86,"Green"
"SHERMAN",610172,"AUSL Schools",6,2012,48.1,0.3,"-0.8 to 1.3",63,"Yellow",48.1,0.1,"-0.5 to 0.7",59,"Yellow"
"SHERMAN",610172,"AUSL Schools",7,2012,36.7,-0.3,"-1.5 to 1",41,"Yellow",36.5,-0.5,"-1.2 to 0.2",29,"Yellow"
"SHERMAN",610172,"AUSL Schools",8,2012,34.0,1.4,"0.1 to 2.6",90,"Green",34.0,-0.5,"-1.4 to 0.3",28,"Yellow"
"SHERMAN",610172,"AUSL Schools","All Grades",2012,193.6,0.8,"-0.2 to 1.7",78,"Yellow",193.6,0.1,"-0.5 to 0.7",57,"Yellow"
"SHERMAN",610172,"Pershing",4,2011,33,-1.1,"-2.1 to -0.1",11,"red",34,0.3,"-0.5 to 1.1",64,"yellow"
"SHERMAN",610172,"Pershing",5,2011,51.6,-1.3,"-2.3 to -0.3",6,"red",51.6,0.1,"-0.7 to 0.8",54,"yellow"
"SHERMAN",610172,"Pershing",6,2011,35.5,-0.7,"-1.8 to 0.4",24,"yellow",35.5,0.8,"0.1 to 1.5",80,"green"
"SHERMAN",610172,"Pershing",7,2011,36.1,0,"-1.1 to 1.2",51,"yellow",36,0.8,"0 to 1.5",78,"green"
"SHERMAN",610172,"Pershing",8,2011,49,-0.6,"-1.8 to 0.5",30,"yellow",49,0.2,"-0.5 to 1",63,"yellow"
"SHERMAN",610172,"Pershing","All Grades",2011,205.1,-1.3,"-2.1 to -0.4",8,"red",206.1,0.7,"0.2 to 1.3",80,"green"
"SHERMAN",610172,"Pershing",4,2010,60.9,-0.4,"-1.2 to 0.4",28,"yellow",60.9,-0.1,"-0.7 to 0.5",45,"yellow"
"SHERMAN",610172,"Pershing",5,2010,37.1,-0.2,"-1.3 to 1",41,"yellow",37.1,0,"-0.8 to 0.7",52,"yellow"
"SHERMAN",610172,"Pershing",6,2010,49.1,-1.9,"-2.9 to -0.9",2,"red",49.2,0.1,"-0.6 to 0.8",56,"yellow"
"SHERMAN",610172,"Pershing",7,2010,56.2,-1.2,"-2.2 to -0.1",12,"red",56.5,-1.3,"-2 to -0.6",7,"red"
"SHERMAN",610172,"Pershing",8,2010,46.3,-1.1,"-2.3 to 0.1",12,"yellow",45.4,0.2,"-0.7 to 1",61,"yellow"
"SHERMAN",610172,"Pershing","All Grades",2010,249.6,-1.6,"-2.3 to -0.8",6,"red",249.1,-0.4,"-1 to 0.1",33,"yellow"
"SHERWOOD",610173,"Englewood-Gresham Elementary Network",4,2012,39.3,-2.7,"-3.6 to -1.8",0,"Red",39.3,-1.4,"-2.1 to -0.7",7,"Red"
"SHERWOOD",610173,"Englewood-Gresham Elementary Network",5,2012,29.9,0.6,"-0.6 to 1.9",77,"Yellow",28.9,0.6,"-0.4 to 1.5",74,"Yellow"
"SHERWOOD",610173,"Englewood-Gresham Elementary Network",6,2012,31.5,-2.3,"-3.5 to -1",1,"Red",30.6,0.2,"-0.6 to 1",62,"Yellow"
"SHERWOOD",610173,"Englewood-Gresham Elementary Network",7,2012,31.7,-2.5,"-3.8 to -1.2",1,"Red",29.7,0.2,"-0.5 to 1",61,"Yellow"
"SHERWOOD",610173,"Englewood-Gresham Elementary Network",8,2012,41.4,1.9,"0.6 to 3.1",96,"Green",40.5,1.6,"0.8 to 2.4",95,"Green"
"SHERWOOD",610173,"Englewood-Gresham Elementary Network","All Grades",2012,173.8,-1.9,"-2.9 to -1",3,"Red",169.1,0.4,"-0.2 to 1",69,"Yellow"
"SHERWOOD",610173,"Englewood-Gresham",4,2011,30.2,-1,"-2 to 0",13,"red",30.2,-1.2,"-2 to -0.4",9,"red"
"SHERWOOD",610173,"Englewood-Gresham",5,2011,34.5,1.5,"0.4 to 2.7",94,"green",34.5,2.2,"1.4 to 3.1",98,"green"
"SHERWOOD",610173,"Englewood-Gresham",6,2011,33.3,1.9,"0.8 to 3.1",96,"green",33.3,2.3,"1.6 to 3",98,"green"
"SHERWOOD",610173,"Englewood-Gresham",7,2011,37.4,2,"0.9 to 3.1",98,"green",37.4,1.7,"1 to 2.5",96,"green"
"SHERWOOD",610173,"Englewood-Gresham",8,2011,44.8,3.9,"2.7 to 5.1",99,"green",44.9,4.6,"3.8 to 5.3",99,"green"
"SHERWOOD",610173,"Englewood-Gresham","All Grades",2011,180.2,3.2,"2.3 to 4.1",99,"green",180.4,3.6,"3 to 4.2",99,"green"
"SHERWOOD",610173,"Englewood-Gresham",4,2010,37.5,-2.9,"-3.8 to -1.9",1,"red",37.5,-0.9,"-1.7 to -0.2",17,"red"
"SHERWOOD",610173,"Englewood-Gresham",5,2010,34,0.6,"-0.6 to 1.7",69,"yellow",34,1.2,"0.4 to 2",89,"green"
"SHERWOOD",610173,"Englewood-Gresham",6,2010,38.3,-3.6,"-4.7 to -2.6",0,"red",38.3,-1,"-1.8 to -0.3",13,"red"
"SHERWOOD",610173,"Englewood-Gresham",7,2010,43.3,-1.8,"-2.9 to -0.7",3,"red",43.3,1.1,"0.3 to 1.9",89,"green"
"SHERWOOD",610173,"Englewood-Gresham",8,2010,40.9,-0.3,"-1.6 to 1",39,"yellow",41.3,1.4,"0.5 to 2.3",92,"green"
"SHERWOOD",610173,"Englewood-Gresham","All Grades",2010,194.2,-2.7,"-3.6 to -1.9",0,"red",194.5,0.7,"0.1 to 1.3",77,"green"
"SHIELDS",610174,"Pershing Elementary Network",4,2012,87.6,0.8,"0.2 to 1.4",80,"Green",87.6,0.1,"-0.5 to 0.6",51,"Yellow"
"SHIELDS",610174,"Pershing Elementary Network",5,2012,138.6,0.1,"-0.7 to 0.8",52,"Yellow",138.6,-0.5,"-1 to 0",29,"Red"
"SHIELDS",610174,"Pershing Elementary Network",6,2012,153.4,0.2,"-0.6 to 0.9",59,"Yellow",153.2,-0.6,"-1 to -0.2",31,"Red"
"SHIELDS",610174,"Pershing Elementary Network",7,2012,170.6,-0.3,"-1.1 to 0.4",39,"Yellow",170.6,-1.1,"-1.4 to -0.7",12,"Red"
"SHIELDS",610174,"Pershing Elementary Network",8,2012,160.5,-1.0,"-1.8 to -0.2",15,"Red",160.5,-0.4,"-0.8 to 0.1",36,"Yellow"
"SHIELDS",610174,"Pershing Elementary Network","All Grades",2012,710.6,-0.2,"-0.8 to 0.4",41,"Yellow",710.5,-0.9,"-1.2 to -0.6",15,"Red"
"SHIELDS",610174,"Pershing",4,2011,112.5,0.3,"-0.3 to 0.9",60,"yellow",112.5,0,"-0.4 to 0.5",51,"yellow"
"SHIELDS",610174,"Pershing",5,2011,155.7,1.1,"0.4 to 1.8",87,"green",155.7,1.4,"0.9 to 1.9",91,"green"
"SHIELDS",610174,"Pershing",6,2011,173.9,0.7,"0.1 to 1.4",75,"green",174.3,0.1,"-0.3 to 0.4",53,"yellow"
"SHIELDS",610174,"Pershing",7,2011,163.2,1.8,"1.1 to 2.4",95,"green",163.2,0.9,"0.5 to 1.3",84,"green"
"SHIELDS",610174,"Pershing",8,2011,166.9,0.3,"-0.5 to 1.1",62,"yellow",166.9,0.8,"0.4 to 1.3",81,"green"
"SHIELDS",610174,"Pershing","All Grades",2011,772.3,1.5,"1 to 2",92,"green",772.7,1.1,"0.8 to 1.4",89,"green"
"SHIELDS",610174,"Pershing",4,2010,120.9,-0.4,"-1 to 0.2",27,"yellow",120.9,-0.5,"-0.9 to 0",29,"red"
"SHIELDS",610174,"Pershing",5,2010,162.7,0.6,"0 to 1.3",72,"yellow",163.2,0.7,"0.3 to 1.1",77,"green"
"SHIELDS",610174,"Pershing",6,2010,150.4,-0.7,"-1.4 to -0.1",21,"red",150.4,-0.8,"-1.2 to -0.3",22,"red"
"SHIELDS",610174,"Pershing",7,2010,170,-1.4,"-2.2 to -0.7",8,"red",170,-0.4,"-0.9 to 0",35,"yellow"
"SHIELDS",610174,"Pershing",8,2010,158.4,0.1,"-0.7 to 1",57,"yellow",158.4,0.2,"-0.3 to 0.7",61,"yellow"
"SHIELDS",610174,"Pershing","All Grades",2010,762.4,-0.6,"-1.1 to -0.1",25,"red",762.9,-0.2,"-0.5 to 0.1",44,"yellow"
"SHOESMITH",610175,"Burnham Park Elementary Network",4,2012,47.0,-0.7,"-1.5 to 0.1",22,"Yellow",47.0,-0.5,"-1.2 to 0.1",27,"Yellow"
"SHOESMITH",610175,"Burnham Park Elementary Network",5,2012,41.3,0.9,"-0.2 to 2",82,"Yellow",41.3,1.2,"0.4 to 2.1",89,"Green"
"SHOESMITH",610175,"Burnham Park Elementary Network",6,2012,49.7,-0.6,"-1.7 to 0.4",22,"Yellow",49.7,0.8,"0.1 to 1.4",77,"Green"
"SHOESMITH",610175,"Burnham Park Elementary Network","All Grades",2012,138.0,-0.3,"-1.3 to 0.7",33,"Yellow",138.0,0.8,"0.1 to 1.4",82,"Green"
"SHOESMITH",610175,"Burnham Park",4,2011,42.6,0,"-0.9 to 0.8",43,"yellow",42.6,-0.5,"-1.2 to 0.2",29,"yellow"
"SHOESMITH",610175,"Burnham Park",5,2011,47,1.4,"0.4 to 2.5",93,"green",47,0,"-0.7 to 0.8",54,"yellow"
"SHOESMITH",610175,"Burnham Park",6,2011,36.4,1.6,"0.5 to 2.7",95,"green",36.4,0.4,"-0.3 to 1.1",68,"yellow"
"SHOESMITH",610175,"Burnham Park","All Grades",2011,126,1.6,"0.6 to 2.5",94,"green",126,0,"-0.7 to 0.6",49,"yellow"
"SHOESMITH",610175,"Burnham Park",4,2010,53.1,-0.4,"-1.3 to 0.4",27,"yellow",53.1,-0.4,"-1 to 0.3",33,"yellow"
"SHOESMITH",610175,"Burnham Park",5,2010,45.8,-0.4,"-1.5 to 0.6",31,"yellow",45.8,-1.1,"-1.8 to -0.4",12,"red"
"SHOESMITH",610175,"Burnham Park",6,2010,43.7,0.8,"-0.3 to 1.8",77,"yellow",43.7,-1.1,"-1.8 to -0.4",11,"red"
"SHOESMITH",610175,"Burnham Park","All Grades",2010,142.6,-0.1,"-1 to 0.8",45,"yellow",142.6,-1.4,"-2 to -0.7",7,"red"
"SHOOP",610176,"Rock Island Elementary Network",4,2012,54.3,-0.2,"-0.9 to 0.6",39,"Yellow",54.3,1.1,"0.5 to 1.7",87,"Green"
"SHOOP",610176,"Rock Island Elementary Network",5,2012,47.4,0.0,"-1 to 1.1",49,"Yellow",47.4,-1.1,"-1.8 to -0.3",12,"Red"
"SHOOP",610176,"Rock Island Elementary Network",6,2012,65.3,-1.0,"-2 to -0.1",12,"Red",65.6,0.1,"-0.5 to 0.6",59,"Yellow"
"SHOOP",610176,"Rock Island Elementary Network",7,2012,41.6,-0.4,"-1.5 to 0.8",36,"Yellow",41.6,-0.8,"-1.4 to -0.1",22,"Red"
"SHOOP",610176,"Rock Island Elementary Network",8,2012,65.7,-0.1,"-1.1 to 1",50,"Yellow",65.7,1.3,"0.7 to 2",90,"Green"
"SHOOP",610176,"Rock Island Elementary Network","All Grades",2012,274.2,-0.6,"-1.4 to 0.2",22,"Yellow",274.6,0.4,"-0.1 to 0.8",67,"Yellow"
"SHOOP",610176,"Rock Island",4,2011,50.4,0.2,"-0.6 to 1.1",55,"yellow",50.5,0.6,"0 to 1.3",75,"yellow"
"SHOOP",610176,"Rock Island",5,2011,56.2,0.2,"-0.8 to 1.2",57,"yellow",56.2,0.1,"-0.6 to 0.8",57,"yellow"
"SHOOP",610176,"Rock Island",6,2011,55.2,-0.9,"-1.8 to 0.1",16,"yellow",55.2,0.4,"-0.2 to 1",67,"yellow"
"SHOOP",610176,"Rock Island",7,2011,69.3,0.3,"-0.6 to 1.3",65,"yellow",69.3,-0.7,"-1.2 to -0.1",27,"red"
"SHOOP",610176,"Rock Island",8,2011,59.7,-0.6,"-1.7 to 0.5",33,"yellow",59.6,1.9,"1.2 to 2.6",97,"green"
"SHOOP",610176,"Rock Island","All Grades",2011,290.9,-0.2,"-0.9 to 0.5",41,"yellow",290.8,0.6,"0.1 to 1.1",75,"green"
"SHOOP",610176,"Rock Island",4,2010,62.8,0.5,"-0.3 to 1.3",73,"yellow",62.8,0.2,"-0.3 to 0.8",60,"yellow"
"SHOOP",610176,"Rock Island",5,2010,53.6,-0.3,"-1.3 to 0.7",37,"yellow",53.6,0.3,"-0.4 to 0.9",63,"yellow"
"SHOOP",610176,"Rock Island",6,2010,82.4,-1.1,"-1.9 to -0.3",10,"red",82.4,0,"-0.6 to 0.5",50,"yellow"
"SHOOP",610176,"Rock Island",7,2010,67.1,0.2,"-0.8 to 1.2",60,"yellow",67.1,-0.7,"-1.3 to 0",26,"yellow"
"SHOOP",610176,"Rock Island",8,2010,59.7,0.5,"-0.7 to 1.6",71,"yellow",59.9,1.8,"1.1 to 2.6",95,"green"
"SHOOP",610176,"Rock Island","All Grades",2010,325.6,-0.1,"-0.8 to 0.6",44,"yellow",325.8,0.5,"0.1 to 1",73,"green"
"SKINNER",610177,"Fulton Elementary Network",4,2012,52.0,1.2,"0.4 to 2",91,"Green",52.0,0.6,"0 to 1.2",76,"Yellow"
"SKINNER",610177,"Fulton Elementary Network",5,2012,79.8,1.8,"0.9 to 2.7",96,"Green",79.8,1.3,"0.7 to 2",91,"Green"
"SKINNER",610177,"Fulton Elementary Network",6,2012,58.9,0.7,"-0.3 to 1.6",76,"Yellow",58.9,0.9,"0.3 to 1.5",80,"Green"
"SKINNER",610177,"Fulton Elementary Network",7,2012,53.0,1.7,"0.6 to 2.8",95,"Green",53.0,0.5,"0 to 1.1",72,"Yellow"
"SKINNER",610177,"Fulton Elementary Network",8,2012,59.0,-0.4,"-1.5 to 0.7",37,"Yellow",59.0,1.3,"0.7 to 2",90,"Green"
"SKINNER",610177,"Fulton Elementary Network","All Grades",2012,302.7,1.9,"1.1 to 2.6",96,"Green",302.7,1.6,"1.1 to 2",94,"Green"
"SKINNER",610177,"Fulton",4,2011,70.8,0.7,"-0.1 to 1.4",74,"yellow",70.8,1.2,"0.6 to 1.7",88,"green"
"SKINNER",610177,"Fulton",5,2011,64,0.9,"0 to 1.8",83,"yellow",64,1,"0.3 to 1.7",85,"green"
"SKINNER",610177,"Fulton",6,2011,82,0,"-0.8 to 0.8",48,"yellow",82,0,"-0.5 to 0.5",49,"yellow"
"SKINNER",610177,"Fulton",7,2011,55.6,0.6,"-0.4 to 1.5",74,"yellow",54.5,0.5,"-0.1 to 1.1",70,"yellow"
"SKINNER",610177,"Fulton",8,2011,48,-0.3,"-1.5 to 0.8",39,"yellow",48,0.3,"-0.4 to 1.1",65,"yellow"
"SKINNER",610177,"Fulton","All Grades",2011,320.4,0.6,"-0.1 to 1.3",75,"yellow",319.3,1,"0.5 to 1.4",86,"green"
"SKINNER",610177,"Fulton",4,2010,58,0.6,"-0.2 to 1.4",76,"yellow",58,2.2,"1.6 to 2.8",97,"green"
"SKINNER",610177,"Fulton",5,2010,84.9,1.4,"0.6 to 2.3",93,"green",84.9,0.9,"0.4 to 1.5",83,"green"
"SKINNER",610177,"Fulton",6,2010,60.3,1.2,"0.2 to 2.1",88,"green",60.3,-0.1,"-0.7 to 0.5",46,"yellow"
"SKINNER",610177,"Fulton",7,2010,45.8,2,"0.9 to 3.1",97,"green",45.8,0.1,"-0.7 to 0.8",54,"yellow"
"SKINNER",610177,"Fulton",8,2010,41,0.1,"-1.2 to 1.3",56,"yellow",41,-0.9,"-1.7 to 0",19,"yellow"
"SKINNER",610177,"Fulton","All Grades",2010,289.9,1.8,"1.1 to 2.5",97,"green",289.9,0.9,"0.4 to 1.4",83,"green"
"SKINNER NORTH",610534,"Fullerton Elementary Network",4,2012,30.0,-0.3,"-1.2 to 0.7",34,"Yellow",30.0,1.8,"1 to 2.6",96,"Green"
"SKINNER NORTH",610534,"Fullerton Elementary Network","All Grades",2012,30.0,-0.3,"-1.7 to 1",32,"Yellow",30.0,2.2,"1.1 to 3.3",97,"Green"
"SMITH",609978,"Lake Calumet Elementary Network",4,2012,28.6,-0.1,"-1.1 to 0.9",41,"Yellow",28.6,-1.3,"-2.1 to -0.5",10,"Red"
